Date,Open,High,Low,Close,Adj Close,Volume
2009-12-31,120.30000305175781,120.37999725341797,118.86000061035156,118.95999908447266,86.08679962158203,188800
2010-01-04,120.70999908447266,122.58000183105469,120.70999908447266,122.44999694824219,88.61237335205078,658400
2010-01-05,126.30999755859375,127.3499984741211,126.16999816894531,127.18000030517578,92.03529357910156,738300
2010-01-06,129.3800048828125,130.44000244140625,129.0,129.8000030517578,93.93128967285156,517600
2010-01-07,128.86000061035156,129.3000030517578,127.52999877929688,128.69000244140625,93.12800598144531,290200
2010-01-08,129.86000061035156,130.6300048828125,129.3000030517578,130.50999450683594,94.44508361816406,309500
2010-01-11,132.05999755859375,132.38999938964844,129.58999633789062,130.39999389648438,94.36548614501953,309700
2010-01-12,129.32000732421875,129.32000732421875,127.43000030517578,128.27999877929688,92.83131408691406,362900
2010-01-13,126.2699966430664,126.95999908447266,125.95999908447266,126.94999694824219,91.86883544921875,286800
2010-01-14,124.51000213623047,125.0,123.58000183105469,123.68000030517578,89.50248718261719,458400
2010-01-15,122.06999969482422,122.66000366210938,121.27999877929688,122.16999816894531,88.40975952148438,462100
2010-01-19,122.51000213623047,124.70999908447266,122.33000183105469,124.58000183105469,90.15376281738281,369800
2010-01-20,120.69000244140625,120.9800033569336,119.30000305175781,120.56999969482422,87.25187683105469,548600
2010-01-21,118.51000213623047,118.81999969482422,115.91000366210938,116.31999969482422,84.17631530761719,594700
2010-01-22,117.26000213623047,117.26000213623047,114.33000183105469,114.33999633789062,82.74346160888672,429600
2010-01-25,116.81999969482422,117.88999938964844,115.81999969482422,116.3499984741211,84.1980209350586,476600
2010-01-26,113.87999725341797,115.30000305175781,113.2699966430664,113.63999938964844,82.23693084716797,418800
2010-01-27,113.75,114.05000305175781,111.69999694824219,112.97000122070312,81.7520523071289,657900
2010-01-28,114.48999786376953,114.97000122070312,112.02999877929688,112.7699966430664,81.6073226928711,402800
2010-01-29,113.88999938964844,114.61000061035156,111.16000366210938,111.48999786376953,80.68103790283203,395400
2010-02-01,112.94999694824219,114.44000244140625,112.94000244140625,114.27999877929688,82.70005798339844,305800
2010-02-02,114.70999908447266,116.73999786376953,113.91999816894531,116.30000305175781,84.16184997558594,522800
2010-02-03,117.01000213623047,117.4000015258789,115.5,116.58000183105469,84.3644790649414,347900
2010-02-04,114.01000213623047,114.08999633789062,110.55000305175781,110.83999633789062,80.21066284179688,902100
2010-02-05,108.26000213623047,108.94999694824219,104.87999725341797,108.83000183105469,78.75609588623047,1042900
2010-02-08,107.0199966430664,108.2300033569336,105.56999969482422,106.30000305175781,76.92523956298828,463100
2010-02-09,108.4000015258789,110.38999938964844,107.4800033569336,109.13999938964844,78.98042297363281,436900
2010-02-10,108.91000366210938,110.0,107.5,108.73999786376953,78.69097137451172,409500
2010-02-11,110.6500015258789,112.31999969482422,109.41000366210938,112.04000091552734,81.07905578613281,528800
2010-02-12,109.80999755859375,109.86000061035156,108.37999725341797,109.70999908447266,79.3929214477539,425400
2010-02-16,110.62000274658203,112.68000030517578,110.5999984741211,112.44000244140625,81.36853790283203,387100
2010-02-17,113.08999633789062,113.58000183105469,111.94999694824219,112.69999694824219,81.5566635131836,302100
2010-02-18,111.4000015258789,113.5,111.4000015258789,113.22000122070312,81.93297576904297,283900
2010-02-19,111.19999694824219,111.97000122070312,110.45999908447266,111.3499984741211,80.5797348022461,423200
2010-02-22,112.61000061035156,113.25,111.72000122070312,112.16000366210938,81.1658935546875,317500
2010-02-23,112.75,112.79000091552734,110.43000030517578,110.88999938964844,80.2468490600586,276300
2010-02-24,110.8499984741211,111.98999786376953,110.1500015258789,111.56999969482422,80.73892211914062,358800
2010-02-25,109.0,110.19999694824219,107.76000213623047,110.02999877929688,79.6244888305664,467100
2010-02-26,110.98999786376953,112.13999938964844,110.18000030517578,111.91999816894531,80.99220275878906,364300
2010-03-01,113.94000244140625,114.19999694824219,112.5999984741211,113.72000122070312,82.2947998046875,433300
2010-03-02,114.33000183105469,115.9000015258789,113.87999725341797,114.97000122070312,83.19937896728516,517900
2010-03-03,115.48999786376953,116.5999984741211,115.33999633789062,115.54000091552734,83.61186218261719,366200
2010-03-04,114.01000213623047,114.51000213623047,112.51000213623047,113.61000061035156,82.2151870727539,470400
2010-03-05,116.0199966430664,117.43000030517578,115.0999984741211,117.05000305175781,84.70460510253906,378100
2010-03-08,118.33000183105469,119.30000305175781,117.87000274658203,118.9000015258789,86.04338073730469,352200
2010-03-09,117.79000091552734,120.08000183105469,117.6500015258789,119.1500015258789,86.22428894042969,559500
2010-03-10,119.02999877929688,120.66999816894531,118.83000183105469,119.81999969482422,86.70914459228516,443200
2010-03-11,118.9000015258789,119.83000183105469,118.0199966430664,119.63999938964844,86.57888793945312,431000
2010-03-12,119.9800033569336,120.22000122070312,117.88999938964844,118.87000274658203,86.02165985107422,466700
2010-03-15,116.95999908447266,117.48999786376953,115.94000244140625,117.37000274658203,84.93616485595703,321100
2010-03-16,116.30000305175781,117.41999816894531,115.3499984741211,117.4000015258789,84.95787048339844,501000
2010-03-17,117.97000122070312,118.98999786376953,117.75,118.22000122070312,85.55127716064453,462100
2010-03-18,117.8499984741211,118.1500015258789,116.63999938964844,117.3499984741211,84.92169952392578,275500
2010-03-19,116.68000030517578,118.73999786376953,116.37999725341797,116.68000030517578,84.43685150146484,371400
2010-03-22,115.62999725341797,116.62999725341797,114.68000030517578,116.51000213623047,84.31382751464844,307100
2010-03-23,115.20999908447266,116.52999877929688,114.58000183105469,116.4800033569336,84.29210662841797,271900
2010-03-24,115.51000213623047,115.62999725341797,114.29000091552734,114.79000091552734,83.0691146850586,361700
2010-03-25,113.12000274658203,114.9800033569336,111.36000061035156,111.77999877929688,80.89089965820312,783300
2010-03-26,112.66000366210938,113.06999969482422,111.37999725341797,112.45999908447266,81.38298034667969,432800
2010-03-29,114.08999633789062,115.12999725341797,113.26000213623047,114.95999908447266,83.19214630126953,328600
2010-03-30,115.87000274658203,117.31999969482422,115.58000183105469,116.81999969482422,84.53815460205078,425800
2010-03-31,116.62999725341797,117.7699966430664,116.62999725341797,117.22000122070312,84.82762145996094,260100
2010-04-01,119.13999938964844,119.69999694824219,118.41000366210938,119.12999725341797,86.2098388671875,463000
2010-04-05,120.11000061035156,121.7699966430664,119.77999877929688,121.5199966430664,87.9393539428711,346900
2010-04-06,120.13999938964844,122.0999984741211,120.13999938964844,121.25,87.74398803710938,366800
2010-04-07,120.52999877929688,120.94000244140625,118.73999786376953,119.52999877929688,86.49927520751953,407000
2010-04-08,119.45999908447266,120.95999908447266,118.4000015258789,120.69999694824219,87.3459701538086,330600
2010-04-09,122.47000122070312,123.18000030517578,121.93000030517578,122.66999816894531,88.77159118652344,473600
2010-04-12,122.41000366210938,122.55000305175781,121.41999816894531,121.91999816894531,88.22883605957031,392000
2010-04-13,120.86000061035156,121.20999908447266,119.08000183105469,121.05000305175781,87.59923553466797,445100
2010-04-14,120.9800033569336,121.55999755859375,120.4000015258789,121.5,87.92489624023438,434900
2010-04-15,121.0999984741211,121.95999908447266,120.80000305175781,121.48999786376953,87.91767120361328,308200
2010-04-16,120.7699966430664,121.04000091552734,117.76000213623047,118.05999755859375,85.43549346923828,716700
2010-04-19,117.5,117.94999694824219,115.91999816894531,117.88999938964844,85.31246948242188,352900
2010-04-20,119.27999877929688,120.20999908447266,119.19000244140625,119.75,86.65847778320312,321500
2010-04-21,119.2300033569336,119.2300033569336,116.36000061035156,117.33999633789062,84.91447448730469,545700
2010-04-22,116.9800033569336,117.72000122070312,115.41999816894531,117.5,85.03024291992188,545600
